Title,Original Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Illustrator,Narrator,Translator,Photographer,Editor,Publisher,Place of Publication,Date Published,Year Published,Original Date Published,Original Year Published,Edition,Genre,Summary,Guided Reading Level,Lexile Measure,Lexile Code,Grade Level Equivalent,Developmental Reading Assessment,Interest Level,AR Level,AR Points,AR Quiz Number,Word Count,Number of Pages,Format,Audio Runtime,Dimensions,Weight,List Price,Language,Original Language,DDC,LCC,LCCN,OCLC,ISBN,ISSN,Favorites,Rating,Physical Location,Status,Status Incompleted Reason,Status Hidden,Date Started,Date Finished,Current Page,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Not Owned Reason,Quantity,Condition,Recommended By,Date Added,User Supplied ID,User Supplied Descriptor,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,Google VolumeID,Category,Wish List,Previously Owned,Up Next,Position,Uploaded Image URL,Activities
Cose spiegate bene. A proposito di libri,,,,,"Arianna Cavallo,Giacomo Papi,Il Post","Cavallo, Arianna",,,,,,Iperborea,,,2021,,,,Language Arts & Disciplines,"""A proposito di libri"" è il primo numero di Cose spiegate bene, la rivista di carta del Post realizzata in collaborazione con Iperborea. Di tutti noi appassionati di «libri», che ne celebriamo la bellezza e il pregio, chi sa cosa sia successo a un testo per diventare un oggetto di carta? Chi sa quante sono e di chi sono le case editrici e perché usano quasi tutte lo stesso font? Chi ha capito come si contano le copie nelle classifiche pubblicate nei supplementi culturali dei quotidiani e perché i libri spariscono così rapidamente dalle vetrine delle librerie? Chi sa perché a volte vengono scritti nei fatti da qualcun altro, editor, traduttori, ghostwriter? Con testi di Concita De Gregorio, Giacomo Papi, Francesco Piccolo, Michele Serra, Luca Sofri, Chiara Valerio e della redazione del Post. A cura di Arianna Cavallo e Giacomo Papi. Illustrazioni di Giacomo Gambineri.",,,,,,,,,,,240,,,,,,italiano,,,,,,9788870919769,,0,0.000000,Sez. 2 Scaf. 7 Pos. Post.,Unread,,0,,,,,,,,0,,,,,2024/10/25 10:35:31.390094041,,,,,,,,l1B9zgEACAAJ,Personale,0,0,0,,,
Manuale di redazione,,vademecum per chi scrive e pubblica libri,,,Edigeo,Edigeo,,,,,,Editrice Bibliografica,,,2005,,,,Language Arts & Disciplines,"Seconda edizione di questo manuale che ora viene ripresentato in versione riveduta e ampliata. Il volume descrive il percorso che un testo compie in redazione per trasformarsi in un libro. Si tratta di un repertorio completo di norme redazionali con un ricco corredo di esempi. Di ciascuna norma si segnalano le diverse consuetudini editoriali e si indica, ove opportuno, la scelta che si ritiene più adeguata in relazione ai vari tipi di testo. Vengono inoltre segnalati gli errori più comuni da evitare. In pratica viene seguito un percorso logico: dall'istruzione all'autore nel progettare un libro (con note di grafica editoriale) fino alla correzione delle bozze e alla verifica delle cianografiche.",,,,,,,,,,,156,,,,,,italiano,,,,,,9788870756203,,0,0.000000,Sez. 2 Scaf. 7 Pos. Post.,Unread,,0,,,,,,,,0,,,,,2024/10/24 15:24:24.802469015,,,,,,,,43XPAAAACAAJ,Professionale,0,0,0,,,
Non è normale,,"Se è violenza non è amore, è reato",,,Cathy La Torre,"Torre, Cathy La",,,,,,Feltrinelli,,,2024,,,,,,,,,,,,,,,,,,,,,,italiano,,,,,,9788807730689,,0,0.000000,Sez. 2 Scaf. 7 Pos. Post.,Unread,,0,,,,,,,,0,,,,,2024/10/25 10:33:18.450590014,,,,,,,,,Personale,0,0,0,,http://images.amazon.com/images/P/8807730685.01Z.jpg,
Alphonse Mucha. Ediz. illustrata,,,,,Tomoko Sato,"Sato, Tomoko",,,,,,Skira,,,2016,,,,Art,"Donne. Sorridenti, sensuali, sinuose, dalle forme morbide e i volti gentili. Donne dagli sguardi intensi, forti e coraggiose, ambiziose, combattive. Donne fragili, materne, protettive, sante e innamorate. Giovanne d'Arco e Medee. Donne sconosciute e altre celebri: Sarah Bernhardt, Ethel Barrymore, Leslie Carter, Halide Edip Adivar. Le donne di Mucha, immortalate dall'artista con il tocco leggero, sono protagoniste della monografia che accompagna la grande esposizione romana: oltre duecento opere (dipinti, disegni e manifesti) appartenenti alla Fondazione Mucha compongono uno straordinario ritratto di Alphonse Mucha, il più grande artista ceco, noto nel panorama artistico per aver ideato, nei primi del Novecento, quello stile caratterizzato da linee curve e morbide che si diffonderà in tutto il mondo con il nome di Art Nouveau o Stile Liberty. Introdotto dal saggio di Tomoko Sato, presidente della Fondazione Mucha, il volume è suddiviso in sei sezioni (Un bohémien a Parigi; Un creatore di immagini per il grande pubblico; Un cosmopolita; Il mistico; Il patriota; L'artista-filosofo) e ricostrusce per intero il percorso figurativo e umano di un grande artista ancora poco conosciuto in Italia.",,,,,,,,,,,247,,,,,,italiano,,,,,,9788857232423,,0,0.000000,Sez. 3 Scaf 3 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/11/01 20:07:45.195005059,,,,,,,,e5PRjwEACAAJ,Personale,0,0,0,,,
Bellini,,,L’unità - Arte,9,Stefano Zuffi,"Zuffi, Stefano",,,,,,L’unità - Arnoldo Mondadori Arte,,,,,,,Art,,,,,,,,,,,,63,,,,,,,,,,,,,,0,0.000000,Sez. 3 Scaf 3 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/11/03 01:28:09.858958959,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/A5242C19-E180-486F-AAA0-801F14D61FD3,
Botticelli,,,L’unità - Arte,20,Marco Albertario,"Albertario, Marco",,,,,,L’unità - Elemond Arte,,,,,,,Art,,,,,,,,,,,,63,,,,,,,,,,,,,,0,0.000000,Sez. 3 Scaf 3 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/11/02 23:39:47.370035052,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/2ED10C96-AC00-407A-B32D-569D6468F077,
Canaletto,,,L’unità - Arte,15,Alberto Cottino,"Cottino, Alberto",,,,,,L’unità - Elemond Arte,,,,,,,Art,,,,,,,,,,,,63,,,,,,,,,,,,,,0,0.000000,Sez. 3 Scaf 3 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/11/03 00:42:18.667693018,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/6358FCB1-4C74-493E-BA2C-23500AC9D9C4,
Capanne,,,L’unità - Arte,24,Roberta Bernabei,"Bernabei, Roberta",,,,,,L’unità - Elemond Arte,,,,,,,Art,,,,,,,,,,,,63,,,,,,,,,,,,,,0,0.000000,Sez. 3 Scaf 3 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/11/02 23:30:18.577991008,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/DC5996BB-6E08-4001-A173-49EB1D26B51A,
Carpaccio,,,L’unità - Arte,12,Stefano Zuffi,"Zuffi, Stefano",,,,,,L’unità - Elemond Arte,,,,,,,Art,,,,,,,,,,,,63,,,,,,,,,,,,,,0,0.000000,Sez. 3 Scaf 3 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/11/03 00:53:38.919406056,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/86518496-4068-479E-BA8C-6FBB1B33D963,
Correggio,,,L’unità - Arte,19,Valerio Terraroli,"Terraroli, Valerio",,,,,,L’unità - Elemond Arte,,,,,,,Art,,,,,,,,,,,,63,,,,,,,,,,,,,,0,0.000000,Sez. 3 Scaf 3 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/11/02 23:43:10.850540041,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/F76878E6-E2B3-43F4-84B6-83FAD72E778A,
Gauguin,,,L’unità - Arte,26,Virginia Bertone,"Bertone, Virginia",,,,,,L’unità - Elemond Arte,,,,,,,Art,,,,,,,,,,,,63,,,,,,,,,,,,,,0,0.000000,Sez. 3 Scaf 3 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/11/02 23:04:05.717906951,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/43AF9883-DDF9-4D71-9B38-6A7A40B83751,
Giorgione,,,L’unità - Arte,10,Stefano Zuffi,"Zuffi, Stefano",,,,,,L’unità - Arnoldo Mondadori Arte,,,,,,,Art,,,,,,,,,,,,63,,,,,,,,,,,,,,0,0.000000,Sez. 3 Scaf 3 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/11/03 01:00:16.950862050,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/554E0BE6-9E8A-4D54-B709-9EC0F370B030,
Giotto,,,L’unità - Arte,1,Stefano Zuffi,"Zuffi, Stefano",,,,,,L’unità - Arnoldo Mondadori Arte,,,,,,,Art,,,,,,,,,,,,63,,,,,,,,,,,,,,0,0.000000,Sez. 3 Scaf 3 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/11/03 01:44:12.227380037,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/EB9DD353-E658-4474-A401-CE6E2A99D1BA,
Giulio Romano,,,L’unità - Arte,13,Franco Ambrosio,"Ambrosio, Franco",,,,,,L’unità - Elemond Arte,,,,,,,Art,,,,,,,,,,,,63,,,,,,,,,,,,,,0,0.000000,Sez. 3 Scaf 3 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/11/03 00:50:32.775298953,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/B92CB99F-5824-497C-8FE5-2E9579118437,
Guercino,,,L’unità - Arte,14,Stefano Zuffi,"Zuffi, Stefano",,,,,,L’unità - Elemond Arte,,,,,,,Art,,,,,,,,,,,,63,,,,,,,,,,,,,,0,0.000000,Sez. 3 Scaf 3 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/11/03 00:47:30.015130996,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/5CE30357-3E3E-4133-8C12-344DD54E81CD,
Kandinskij,,,L’unità - Arte,28,Piera Giovanna Tordella,"Tordella, Piera Giovanna",,,,,,L’unità - Elemond Arte,,,,,,,Art,,,,,,,,,,,,63,,,,,,,,,,,,,,0,0.000000,Sez. 3 Scaf 3 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/11/02 23:24:04.556988954,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/3AABEF3F-85A5-4514-BA97-EC6032D89C57,
Leonardo,,,L’unità - Arte,2,Roberta Villa,"Villa, Roberta",,,,,,L’unità - Arnoldo Mondadori Arte,,,,,,,Art,,,,,,,,,,,,63,,,,,,,,,,,,,,0,0.000000,Sez. 3 Scaf 3 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/11/03 01:42:07.290954947,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/D765A7CB-7162-4C84-B618-AC14C175C15F,
Lotto,,,L’unità - Arte,16,Stefano Zuffi,"Zuffi, Stefano",,,,,,L’unità - Elemond Arte,,,,,,,Art,,,,,,,,,,,,63,,,,,,,,,,,,,,0,0.000000,Sez. 3 Scaf 3 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/11/02 23:55:15.880440950,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/3ED860AB-5A16-4846-81A3-E681B015F5E2,
Mantegna,,,L’unità - Arte,7,Stefano Zuffi,"Zuffi, Stefano",,,,,,L’unità - Arnoldo Mondadori Arte,,,,,,,Art,,,,,,,,,,,,63,,,,,,,,,,,,,,0,0.000000,Sez. 3 Scaf 3 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/11/03 01:33:56.830317974,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/91A41BE8-3BCD-489B-B8F9-847205437C4D,
Masaccio,,,L’unità - Arte,11,Franco Ambrosio,"Ambrosio, Franco",,,,,,L’unità - Elemond Arte,,,,,,,Art,,,,,,,,,,,,63,,,,,,,,,,,,,,0,0.000000,Sez. 3 Scaf 3 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/11/03 00:57:20.307445049,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/282615CA-1B20-4295-B42D-C168F92D762C,
Michelangelo,,,L’unità - Arte,4,Valerio Terraroli,"Terraroli, Valerio",,,,,,L’unità - Arnoldo Mondadori Arte,,,,,,,Art,,,,,,,,,,,,63,,,,,,,,,,,,,,0,0.000000,Sez. 3 Scaf 3 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/11/03 01:37:19.798171043,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/F4EE1D71-6840-4EFA-AE82-E891E35DEA9F,
Picasso,,,L’unità - Arte,23,Alfonso Panzetta,"Panzetta, Alfonso",,,,,,L’unità - Elemond Arte,,,,,,,Art,,,,,,,,,,,,63,,,,,,,,,,,,,,0,0.000000,Sez. 3 Scaf 3 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/11/03 01:46:24.506867051,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/80B35EDE-99B7-49F8-9A2C-55AD7EBEBBFE,
Piero Della Francesca,,,L’unità - Arte,8,Stefano Zuffi,"Zuffi, Stefano",,,,,,L’unità - Arnoldo Mondadori Arte,,,,,,,Art,,,,,,,,,,,,63,,,,,,,,,,,,,,0,0.000000,Sez. 3 Scaf 3 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/11/03 01:31:27.468050003,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/ECC8E487-9710-4F61-96FD-C9034187E032,
Renoir,,,L’unità - Arte,25,Maria Perosino,"Perosino, Maria",,,,,,L’unità - Elemond Arte,,,,,,,Art,,,,,,,,,,,,63,,,,,,,,,,,,,,0,0.000000,Sez. 3 Scaf 3 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/11/02 23:35:17.738371014,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/571DBAA2-0337-4CBD-8818-DBB80D8951F4,
Roma liberty,,itinerari tra eclettismo e modernismo (1870-1925),,,Diana Alessandrini,"Alessandrini, Diana",,,,,,Palombi,,,2013,,,,Architecture,,,,,,,,,,,,329,,,,,,,,,,,,9788860604125,,0,0.000000,Sez. 3 Scaf 3 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/11/01 20:07:08.625735998,,,,,,,,,Personale,0,0,0,,http://images.amazon.com/images/P/8860604125.01Z.jpg,
Tintoretto,,,L’unità - Arte,18,Stefano Zuffi,"Zuffi, Stefano",,,,,,L’unità - Elemond Arte,,,,,,,Art,,,,,,,,,,,,63,,,,,,,,,,,,,,0,0.000000,Sez. 3 Scaf 3 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/11/02 23:46:13.314250946,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/D95FCC1C-0F65-432D-9603-2B48C97096DD,
Tiziano,,,L’unità - Arte,3,Stefano Zuffi,"Zuffi, Stefano",,,,,,L’unità - Arnoldo Mondadori Arte,,,,,,,Art,,,,,,,,,,,,63,,,,,,,,,,,,,,0,0.000000,Sez. 3 Scaf 3 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/11/03 01:40:08.942792057,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/41EB555A-E017-4090-B06C-F1379EA9A57E,
Van Gogh,,,L’unità - Arte,21,Gabriele Crepaldi,"Crepaldi, Gabriele",,,,,,L’unità - Elemond Arte,,,,,,,Art,,,,,,,,,,,,63,,,,,,,,,,,,,,0,0.000000,Sez. 3 Scaf 3 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/11/02 23:01:36.089776039,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/447BB5D5-44BF-4EAD-890B-435023E827C4,
Veronese,,,L’unità - Arte,17,Stefano Zuffi,"Zuffi, Stefano",,,,,,L’unità - Elemond Arte,,,,,,,Art,,,,,,,,,,,,63,,,,,,,,,,,,,,0,0.000000,Sez. 3 Scaf 3 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/11/02 23:49:51.167994976,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/DDD3ADEE-DF17-47F3-AEF6-161F76049594,
Enciclopedia del ricamo con silk ribbon o nastrino di seta,,,,,Joan Gordon,"Gordon, Joan",,,,,,Il castello,,,2006,,,,Hobby & Craft,,,,,,,,,,,,256,,,,,,italiano,,,,,,9788880394280,,0,0.000000,Sez. 3 Scaf. 5 Fila Ant.,Unread,,0,,,,,,,,0,,,,,2024/11/02 00:15:48.562870979,,,,,,,,,Personale,0,0,0,,http://images.amazon.com/images/P/8880394282.01Z.jpg,
Il barone rampante,,,,,Italo Calvino,"Calvino, Italo",,,,,,Mondadori,,,2022,,,,Fiction,"«Un ragazzo sale su di un albero, si arrampica tra i rami, passa da una pianta all'altra, decide che non scenderà più. L'Autore di questo libro non ha fatto che sviluppare questa semplice immagine e portarla alle estreme conseguenze: il protagonista trascorre l'intera vita sugli alberi, una vita tutt'altro che monotona, anzi: piena d'avventure, e tutt'altro che da eremita, però sempre mantenendo tra sé e i suoi simili questa minima ma invalicabile distanza. Ne è nato un libro, Il barone rampante, piuttosto insolito nella letteratura contemporanea, scritto nel 1956-57 da un autore che aveva allora trentatré anni; un libro che sfugge a ogni definizione precisa, così come il protagonista salta da un ramo di leccio a quello d'un carrubo e resta più inafferrabile d'un animale selvatico. Il vero modo d'accostarci a questo libro è quindi quello di considerarlo una specie di Alice nel paese delle meraviglie o di Peter Pan o di Barone di Münchhausen, cioè di riconoscerne la filiazione da quei classici dell'umorismo poetico e fantastico».",,,,,,,,,,,253,,,,,,italiano,,,,,,9788804774112,,0,0.000000,Sez. 3 Scaf. 5 Fila Ant.,Unread,,0,,,,,,,,0,,,,,2024/10/24 17:39:51.408512949,,,,,,,,3T15zwEACAAJ,Personale,0,0,0,,,
Il cavaliere inesistente,,,,,Italo Calvino,"Calvino, Italo",,,,,,Mondadori,,,2023,,,,Fiction,"«Stavolta Calvino si è spinto più a ritroso nei secoli e il suo romanzo si svolge tra i paladini di Carlomagno, in quel Medioevo fuori d'ogni verosimiglianza storica e geografica che è proprio dei poemi cavallereschi. Ma il sapore delle invenzioni calviniane è più che mai moderno. Quando sarebbe stato possibile dar vita ad Agilulfo, il cavaliere inesistente, se non oggi, nel cuore della più astratta civiltà di massa, in cui la persona umana tanto spesso appare cancellata dietro lo schermo delle funzioni, delle attribuzioni e dei comportamenti prestabiliti? ... Ma quel che più conta è che Il cavaliere inesistente si legge prescindendo da tutti i possibili significati, divertendosi alle avventure di Agilulfo e di Gurdulù, della fiera amazzone Bradamante e del giovane Rambaldo, del cupo Torrismondo, della maliziosa Priscilla e della placida Sofronia. In mezzo al succedersi di trovate buffonesche, di battaglie e duelli e naufragi, non si tarda a scoprire l'accento solito di Calvino, la sua morale attiva e il suo ironico e malinconico riserbo, la sua aspirazione a una pienezza di vita, a un'umanità totale.»",,,,,,,,,,,180,,,,,,italiano,,,,,,9788804772712,,0,0.000000,Sez. 3 Scaf. 5 Fila Ant.,Unread,,0,,,,,,,,0,,,,,2024/10/24 17:39:30.349974989,,,,,,,,rpuczwEACAAJ,Personale,0,0,0,,,
Il visconte dimezzato,,,,,Italo Calvino,"Calvino, Italo",,,,,,Mondadori,,,2023,,,,Fiction,"«Nella guerra tra Austria e Turchia del 1716, il visconte Medardo di Terralba viene colpito da una cannonata turca in pieno petto e torna a casa dimezzato. Questo truculento inizio dà l'avvio a una fiaba cadenzata come un balletto, nella quale attorno al mezzo-visconte si muovono e s'affannano sudditi più dimezzati di lui: il dottor Trelawney la cui scienza trascura gli esseri umani, il carpentiere Pietrocchiodo che costruisce mirabili ordigni cercando di non pensare che sono forche, l'astratto moralismo dei profughi ugonotti, il decadente edonismo del lazzaretto dei lebbrosi. È una fantasia paga del fuoco di fila delle sue trovate, questa di Calvino, o una pensosa allegoria della condizione dell'uomo contemporaneo sempre ""alienato"", mutilato, impossibilitato a raggiungere l'integrità, la completezza?»",,,,,,,,,,,144,,,,,,italiano,,,,,,9788804772729,,0,0.000000,Sez. 3 Scaf. 5 Fila Ant.,Unread,,0,,,,,,,,0,,,,,2024/10/24 17:39:11.462993025,,,,,,,,T1iczwEACAAJ,Personale,0,0,0,,,
Marcovaldo,,,,,Italo Calvino,"Calvino, Italo",,,,,,Mondadori,,,2023,,,,Fiction,"«In mezzo alla città di cemento e asfalto, Marcovaldo va in cerca della Natura. Ma esiste ancora, la Natura? Quella che egli trova è una Natura dispettosa, contraffatta, compromessa con la vita artificiale. Personaggio buffo e melanconico, Marcovaldo è il protagonista d'una serie di favole moderne, dove Italo Calvino va segnando, come in un suo blocknotes segreto, avvenimenti impercettibili nella vita di una grande città industriale, quali possono essere il passaggio d'una nuvola carica di pioggia o l'arrivo mattutino d'uno sbuffo di vento. Quando le avventure di Marcovaldo hanno raggiunto un bel numero, seguendo come un colorato calendario l'alternarsi delle stagioni, Calvino le ha disposte in un libro. Partite come divagazioni comico-poetiche sul tema - ""neorealistico"" per eccellenza - della più elementare lotta per la vita, le venti favole di Marcovaldo arrivano alla rappresentazione della più complicata realtà d'oggi, alla satira del ""miracolo economico"" e della ""civiltà del consumo""; ma sempre restano fedeli a una classica struttura narrativa: quella delle storielle a vignette dei giornalini per l'infanzia. Marcovaldo non è altro che un Fortunello contemporaneo, un Bonaventura all'incontrario, un Pampurio dei caseggiati popolari.»",,,,,,,,,,,204,,,,,,italiano,,,,,,9788804772750,,0,0.000000,Sez. 3 Scaf. 5 Fila Ant.,Unread,,0,,,,,,,,0,,,,,2024/10/24 17:38:49.145928025,,,,,,,,u2WczwEACAAJ,Personale,0,0,0,,,
I fiori del male. Testo francese a fronte,,,,,Charles Baudelaire,"Baudelaire, Charles",,,,,,Rizzoli,,,2021,,,,Poetry,"""I fiori del male"" sono un vero e proprio capolavoro della letteratura mondiale, l'opera che sovverte e rinnova la poesia moderna, la reinventa, conferendole una veste assolutamente nuova. Per questo, forse, protagonista di una storia travagliata: pochi giorni dopo la pubblicazione del suo libro Baudelaire viene accusato di offesa alla morale, condannato a una pena pecuniaria, e sei poesie vengono soppresse dalla raccolta. Questa nuova edizione ridà nella sua interezza quella prima edizione censurata, con la sua architettura quasi dantesca, concepita per racchiudere ""una terribile moralità"". Realizzata per celebrare i duecento anni dalla nascita del poeta, oltre a ripresentare la struttura originaria dei ""Fiori del male"", questa nuova edizione comprende tutte le poesie pubblicate successivamente, ed è impreziosita dalle suggestive immagini che Carlos Schwabe creò nel 1900 per illustrare una celebre edizione del capolavoro di Baudelaire. Un connubio potente e onirico, che non ha perso la sua forza e che ancora oggi accompagna il lettore negli abissi dell'arte e nelle profondità della visione poetica.",,,,,,,,,,,520,,,,,,italiano,,,,,,9788817148382,,0,0.000000,Sez. 3 Scaf. 5 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/10/24 17:41:33.500092029,,,,,,,,KC5qzgEACAAJ,Personale,0,0,0,,,
Il passeggero,,,,,Cormac McCarthy,"McCarthy, Cormac",,,,,,Einaudi,,,2024,,,,Fiction,"La storia di una salvezza impossibile. Un'opera di disperata bellezza e apicale bravura. Nel cuore di una fredda notte del 1980, Bobby Western indossa la sua muta da sommozzatore e si tuffa nelle nere profondità della baia del Mississippi. Laggiù scorge il profilo di un aereo con nove corpi in cabina, gli occhi vuoti e le braccia protese verso un gelido abbraccio. Che fine ha fatto il fantomatico decimo passeggero? Quali oscure macchinazioni cela la sua scomparsa? Dolente viandante del mondo da sempre braccato dalla perdita e dalla colpa, ora Bobby deve tornare a fuggire, inseguendo la libertà e il ricordo di una donna per sempre irraggiungibile.",,,,,,,,,,,416,,,,,,italiano,,,,,,9788806262679,,0,0.000000,Sez. 3 Scaf. 5 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/10/24 17:37:51.321825027,,,,,,,,snHK0AEACAAJ,Personale,0,0,0,,,
Kafka sulla spiaggia,,,,,Haruki Murakami,"Murakami, Haruki",,,,,,Einaudi,,,2013,,,,Fiction,"Un ragazzo di quindici anni, maturo e determinato come un adulto, e un vecchio con l'ingenuità e il candore di un bambino, si allontanano dallo stesso quartiere di Tokyo diretti allo stesso luogo, Takamatsu, nel Sud del Giappone. Il ragazzo, che ha scelto come pseudonimo Kafka, è in fuga dal padre, uno scultore geniale e satanico, e dalla sua profezia, che riecheggia quella di Edipo. Il vecchio, Nakata, fugge invece dalla scena di un delitto sconvolgente nel quale è stato coinvolto contro la sua volontà. Abbandonata la sua vita tranquilla e fantastica, fatta di piccole abitudini quotidiane e rallegrata da animate conversazioni con i gatti, dei quali parla e capisce la lingua, parte per il Sud. Nel corso del viaggio, Nakata scopre di essere chiamato a svolgere un compito, anche a prezzo della propria vita. Seguendo percorsi paralleli, che non tarderanno a sovrapporsi, il vecchio e il ragazzo avanzano nella nebbia dell'incomprensibile schivando numerosi ostacoli, ognuno proteso verso un obiettivo che ignora ma che rappresenterà il compimento del proprio destino. Diversi personaggi affiancano i due protagonisti: Hoshino, un giovane camionista di irresistibile simpatia; l'affascinante signora Saeki, ferma nel ricordo di un passato lontano; Òshima, l'androgino custode di una biblioteca; una splendida prostituta che fa sesso citando Hegel; e poi i gatti, che sovente rubano la scena agli umani. E infine Kafka. ""Uno spirito solitario che vaga lungo la riva dell'assurdo"".",,,,,,,,,,,514,,,,,,italiano,,,,,,9788806216948,,0,0.000000,Sez. 3 Scaf. 5 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/10/24 17:38:24.099547028,,,,,,,,YkT9nAEACAAJ,Personale,0,0,0,,,
La cognizione del dolore,,,,,Carlo Emilio Gadda,"Gadda, Carlo Emilio",,,,,,Adelphi,,,2019,,,,Fiction,"A Lukones, in una villa isolata, una madre e un figlio si fronteggiano. Lui, don Gonzalo, che le dicerie vogliono iracondo, vorace, crudele e avarissimo, è divorato da un male oscuro, quello che «si porta dentro di sé per tutto il fulgurato scoscendere d'una vita». Lei, la Signora, è ridotta da una desolata vecchiezza e dal lutto per la morte dell'altro figlio (il «suo sangue più bello!») a una spettrale sopravvivenza. Li unisce un amore sconfinato, li separa un viluppo di gelosia, senso di colpa, rancore, dolore - preludio al più atroce degli epiloghi. Intorno a loro una casa dissennata, feticcio narcissico ed epicentro di ogni nevrosi, estremo rifugio e tomba, e un'immaginaria terra sudamericana identica alla nostra Brianza, vessata dai Nistitúos provinciales de vigilancia para la noche - che a tutti vorrebbero imporre la loro violenta protezione -, assediata da robinie e banzavóis, disseminata di strampalate ville, popolata di «calibani gutturaloidi» che come miserabili Proci dilapidano le attenzioni della Signora. E che Gonzalo vorrebbe cancellare, insieme al barcollante feudo e a tutte le «figurazioni non valide». Perché il «male invisibile» da cui è affetto lo condanna a distinguerle e negarle, quelle «parvenze»: a respingere la «cara normalità», la turpe contingenza del mondo. Anche a prezzo di negare se stesso, anche a prezzo della più dura cognizione, quella che consegna alla solitudine e alla «rapina del dolore».",,,,,,,,,,,381,,,,,,italiano,,,,,,9788845934407,,0,0.000000,Sez. 3 Scaf. 5 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/10/24 17:41:05.723412990,,,,,,,,heTSywEACAAJ,Personale,0,0,0,,,
